City,State,County,Population,People per sq mi,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual days of precipitation,Annual days of sunshine,Annual snowfall (in),Avg Summer Dew Point,Avg Annual Dew Point,Average yearly windspeed (mph),Violent crime index,Property crime index,Median age,% with at least Bachelor's degree,Median household income,Median rent,Median home price,Median home square feet,Median home cost per sq ft,Median home age,Home appreciation Last Year,Home appreciation Last 5 Years,Home appreciation Last 10 Years,Air quality Index,Average one-way commute time,Unemployment rate,Job growth last year,Population growth since 2010,% Democrat,% Republican,% Asian,% Black,% White,% Hispanic,Metro,Timezone,Elevation (ft),UV Index,Home Ownership Rate,Single Population,Walk Score,Transit Score,Bike Score,Poverty Rate, % of income spent on housing costs (owners),Foreign Born %,Number of sex offenders per 10k residents,Number of hurricanes since 1930,Number of tornadoes per year
Muskegon charter township,Michigan,Muskegon County,17802,768,80,30,50,34,119,163,75,N/A,N/A,N/A,19,59,39,N/A,$37317,N/A,$99700,N/A,N/A,48,11%,50%,39%,75,19 mins,5.40%,0.20%,-0.90%,47.40%,45.90%,N/A,N/A,N/A,6.20%,Muskegon,Eastern Standard Time,620,3.4,77.20%,48.60%,0,N/A,25,N/A,N/A,N/A,0.00,6,1
Muskegon Heights,Michigan,Muskegon County,10743,3373,80,30,50,34,120,161,79,58.4,39.3,8,84,85,30,7.15%,$20474,$711,$49800,N/A,N/A,72,11%,52%,37%,63,18 mins,5.40%,0.20%,-3.70%,47.40%,45.90%,N/A,75.68%,18.53%,3.40%,Muskegon,Eastern Standard Time,620,3.4,38.40%,71.20%,69,N/A,N/A,32.4%,16.8%,1.3%,0.00,6,1
Mussey,Michigan,St. Clair County,4114,115,82,30,52,33,111,177,36,N/A,N/A,9,12,24,40,11.88%,$50673,$795,$136900,N/A,N/A,28,10%,48%,22%,82,35 mins,5.50%,0.20%,-1.70%,31.50%,62.90%,N/A,N/A,91.97%,15.80%,Detroit-Warren-Dearborn,Eastern Standard Time,664,3.5,74.70%,46.00%,32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1
Nadeau,Michigan,Menominee County,1178,15,79,26,53,30,121,187,56,N/A,N/A,7,12,27,49,16.76%,$38073,$820,$101000,N/A,N/A,51,7%,30%,15%,91,20 mins,5.00%,-0.50%,10.60%,32.70%,61.90%,N/A,1.19%,97.61%,N/A,Marinette,N/A,N/A,3.2,59.20%,40.80%,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
Nahma,Michigan,Delta County,464,3,77,25,52,31,130,186,85,N/A,N/A,9,12,26,58,17.14%,$41538,$767,$94000,N/A,N/A,43,7%,36%,21%,93,19 mins,5.90%,0.10%,-0.40%,34.60%,59.80%,N/A,N/A,95.58%,N/A,Escanaba,N/A,N/A,3.1,29.30%,35.10%,6,N/A,25,N/A,N/A,N/A,N/A,N/A,0
Napoleon,Michigan,Jackson County,1212,462,83,31,52,34,123,177,37,58.2,39.2,8,14,31,37,26.79%,$52292,$702,$69700,N/A,N/A,44,11%,42%,29%,80,23 mins,4.90%,0.40%,-1.90%,36.80%,56.70%,N/A,2.12%,94.98%,N/A,Jackson,Eastern Standard Time,841,3.2,62.50%,52.00%,56,N/A,67,22%,18.7%,0%,21.44,5,2
Napoleon township,Michigan,Jackson County,6743,233,83,31,52,34,124,175,38,N/A,N/A,N/A,8,14,44,N/A,$56720,N/A,$171000,N/A,N/A,43,10%,42%,29%,80,23 mins,4.90%,0.40%,-1.80%,36.80%,56.70%,N/A,N/A,N/A,2.50%,Jackson,Eastern Standard Time,841,3.2,72.60%,47.00%,56,N/A,67,N/A,N/A,N/A,0.00,5,1
Nashville,Michigan,Barry County,1719,815,83,32,51,37,140,159,57,58.5,39.6,9,38,23,34,11.91%,$36302,$731,$107100,N/A,N/A,78,14%,48%,35%,82,27 mins,4.10%,1.90%,1.20%,29.90%,62.90%,N/A,N/A,95.08%,3.30%,Grand Rapids-Wyoming,Eastern Standard Time,803,3.2,49.90%,52.10%,40,N/A,35,16.6%,16.3%,0.2%,209.02,6,2
Negaunee,Michigan,Marquette County,4579,341,78,23,55,33,153,189,157,52.2,31.9,9,14,22,36,31.42%,$45856,$639,$139700,N/A,N/A,70,5%,38%,42%,91,19 mins,5.60%,0.00%,0.30%,48.30%,44.10%,N/A,N/A,96.37%,1.00%,Marquette,N/A,N/A,3.1,69.80%,45.80%,24,N/A,N/A,8.4%,17.4%,2.6%,74.22,0,0
Negaunee township,Michigan,Marquette County,3120,74,78,23,55,33,153,186,157,N/A,N/A,N/A,10,20,38,N/A,$64955,N/A,$170700,N/A,N/A,39,7%,36%,30%,93,17 mins,5.60%,0.00%,3.90%,48.30%,44.10%,N/A,N/A,N/A,1.00%,Marquette,N/A,N/A,3.1,75.60%,38.10%,0,N/A,2,N/A,N/A,N/A,0.00,0,0
Nelson,Michigan,Kent County,5024,143,82,30,52,37,132,160,63,N/A,N/A,9,11,22,39,18.43%,$66902,$772,$127000,N/A,N/A,30,8%,52%,48%,81,30 mins,3.90%,2.00%,7.50%,44.60%,47.70%,N/A,1.08%,96.14%,2.20%,Grand Rapids-Wyoming,Eastern Standard Time,803,3.4,86.40%,41.90%,0,N/A,8,N/A,N/A,N/A,N/A,N/A,1
Nessen City,Michigan,Benzie County,98,81,79,29,50,35,136,164,114,55.8,36.7,N/A,19,42,37,N/A,$36563,N/A,$108800,N/A,N/A,43,10%,50%,36%,91,26 mins,4.80%,1.60%,36.10%,40.20%,54.20%,N/A,N/A,85.44%,N/A,Traverse City,N/A,N/A,3.3,43.70%,60.80%,0,N/A,22,30%,16.7%,4.6%,0.00,2,0
New Baltimore,Michigan,Macomb County,12315,2677,83,32,51,33,129,183,32,58.4,39.7,9,7,16,39,28.32%,$80762,$741,$326800,1992,$164,25,8%,34%,33%,69,31 mins,5.00%,0.20%,8.70%,42.00%,53.60%,N/A,3.19%,93.66%,3.20%,Detroit-Warren-Dearborn,Eastern Standard Time,664,3.2,76.90%,38.60%,63,N/A,48,4%,18.5%,2.5%,82.46,7,1
New Buffalo,Michigan,Berrien County,1750,709,82,31,51,40,139,176,54,59.5,40.4,10,9,26,50,30.11%,$43155,$903,$226000,N/A,N/A,48,10%,30%,16%,81,24 mins,5.00%,0.10%,-14.40%,40.90%,53.70%,4.26%,N/A,92.42%,9.60%,Niles-Benton Harbor,Eastern Standard Time,623,3.8,34.90%,57.50%,64,N/A,56,6.7%,17.3%,12.1%,53.76,7,1
New Buffalo township,Michigan,Berrien County,2524,126,82,32,50,40,140,173,56,N/A,N/A,N/A,12,26,54,N/A,$67554,N/A,$354500,N/A,N/A,41,10%,31%,16%,81,28 mins,5.00%,0.10%,28.40%,40.90%,53.70%,N/A,N/A,N/A,3.40%,Niles-Benton Harbor,Eastern Standard Time,623,3.8,40.00%,40.20%,0,N/A,26,N/A,N/A,N/A,0.00,7,1
New Era,Michigan,Oceana County,485,578,80,30,50,35,113,166,74,56.8,37.7,10,6,15,41,38.65%,$52321,$638,$83100,N/A,N/A,55,7%,33%,16%,88,20 mins,5.70%,0.50%,-21.70%,33.30%,60.60%,N/A,N/A,97.25%,6.40%,None,N/A,N/A,3.4,83.40%,38.80%,N/A,N/A,N/A,2.9%,12.8%,1.6%,331.13,4,0
New Haven,Michigan,Macomb County,4714,1864,82,31,51,34,129,181,32,58.4,39.7,9,14,17,31,17.48%,$51686,$1025,$205200,N/A,N/A,19,6%,54%,44%,72,34 mins,5.00%,0.20%,8.10%,42.00%,53.60%,N/A,8.13%,87.21%,1.60%,Detroit-Warren-Dearborn,Eastern Standard Time,664,3.2,61.50%,54.40%,28,N/A,35,10.8%,17.8%,0.3%,26.29,7,1
New Haven township (Gratiot Cnty),Michigan,Gratiot County,952,27,82,29,53,33,113,174,42,N/A,N/A,N/A,11,24,48,N/A,$44808,N/A,$116900,N/A,N/A,43,7%,42%,52%,85,25 mins,6.40%,-0.20%,-13.00%,34.40%,60.00%,N/A,N/A,N/A,N/A,Alma,N/A,N/A,3.3,79.20%,36.20%,0,N/A,24,N/A,N/A,N/A,N/A,N/A,1
New Haven township (Shiawassee Cnty),Michigan,Shiawassee County,1227,34,82,30,52,33,120,172,36,N/A,N/A,N/A,8,18,50,N/A,$59440,N/A,$164100,N/A,N/A,68,7%,30%,16%,82,27 mins,5.30%,0.80%,-6.00%,36.80%,56.40%,N/A,N/A,N/A,1.00%,Owosso,N/A,N/A,3.2,87.30%,33.70%,0,N/A,25,N/A,N/A,N/A,N/A,N/A,2
New Lothrop,Michigan,Shiawassee County,637,736,82,30,52,33,123,175,37,57.8,39.1,9,6,20,38,17.35%,$46806,$750,$114300,N/A,N/A,61,7%,31%,16%,82,27 mins,5.30%,0.80%,-0.80%,36.80%,56.40%,N/A,6.85%,88.22%,N/A,Owosso,N/A,N/A,3.2,61.00%,39.50%,20,N/A,35,9.4%,16.4%,0.9%,44.91,6,2
New Troy,Michigan,Berrien County,706,533,83,32,51,39,138,173,70,59.5,40.4,9,15,34,37,18.20%,$44000,$728,$91800,N/A,N/A,58,10%,32%,17%,84,19 mins,5.00%,0.10%,70.50%,40.90%,53.70%,N/A,N/A,95.69%,N/A,Niles-Benton Harbor,Eastern Standard Time,623,3.8,75.20%,61.70%,17,N/A,26,5%,20.3%,0%,52.77,6,1
Newark,Michigan,Gratiot County,1344,39,82,29,53,33,117,174,42,N/A,N/A,N/A,11,24,34,9.18%,$58235,$892,$121500,N/A,N/A,50,8%,42%,51%,85,23 mins,6.40%,-0.20%,22.70%,34.40%,60.00%,N/A,3.69%,90.59%,8.90%,Alma,N/A,N/A,3.3,75.90%,43.10%,0,N/A,25,N/A,N/A,N/A,N/A,N/A,1
Newaygo,Michigan,Newaygo County,1921,513,81,29,52,37,121,166,62,56.5,37.6,8,22,58,31,14.85%,$28641,$784,$116400,N/A,N/A,38,13%,37%,27%,85,28 mins,5.10%,0.90%,-7.70%,27.30%,66.60%,N/A,2.57%,95.69%,4.30%,None,N/A,N/A,3.3,42.70%,55.70%,39,N/A,24,23.4%,18.5%,2%,657.62,6,1
Newberg,Michigan,Cass County,1576,46,83,31,52,39,137,173,48,N/A,N/A,N/A,11,25,51,11.76%,$48021,$741,$132400,N/A,N/A,42,9%,32%,21%,83,26 mins,5.50%,0.90%,6.90%,32.20%,63.00%,N/A,N/A,97.62%,1.40%,South Bend-Mishawaka,Eastern Standard Time,700,3.5,65.50%,40.00%,0,N/A,10,N/A,N/A,N/A,N/A,N/A,2
Newberry,Michigan,Luce County,1533,1563,77,24,53,34,143,158,103,54.1,34,8,16,35,41,16.65%,$33833,$695,$57900,N/A,N/A,69,7%,31%,16%,93,13 mins,5.80%,1.00%,-2.90%,26.30%,67.80%,N/A,N/A,86.99%,3.60%,None,N/A,N/A,3.2,48.00%,55.60%,35,N/A,N/A,11.9%,14.1%,0.7%,205.81,1,0
Newton township (Calhoun Cnty),Michigan,Calhoun County,2549,71,83,32,51,36,132,169,50,N/A,N/A,N/A,9,20,46,N/A,$63750,N/A,$153200,N/A,N/A,38,9%,36%,17%,79,24 mins,5.20%,0.10%,0.20%,41.00%,53.50%,N/A,N/A,N/A,2.70%,Battle Creek,Eastern Standard Time,830,3.2,85.20%,32.00%,0,N/A,25,N/A,N/A,N/A,N/A,N/A,1
Niles,Michigan,Berrien County,11332,1956,83,32,51,40,140,171,64,59.5,40.4,9,31,38,35,14.44%,$32283,$635,$94400,N/A,N/A,64,7%,27%,11%,68,19 mins,5.00%,0.10%,-2.80%,40.90%,53.70%,N/A,8.98%,84.80%,6.40%,Niles-Benton Harbor,Eastern Standard Time,623,3.8,44.10%,59.50%,83,N/A,73,24.9%,17.6%,2.6%,186.30,7,2
Niles township,Michigan,Berrien County,13925,373,83,32,51,40,140,173,64,N/A,N/A,N/A,15,20,40,N/A,$43909,N/A,$88700,N/A,N/A,50,10%,31%,17%,74,21 mins,5.00%,0.10%,-0.40%,40.90%,53.70%,N/A,N/A,N/A,4.50%,Niles-Benton Harbor,Eastern Standard Time,623,3.8,73.50%,48.10%,0,N/A,25,N/A,N/A,N/A,0.00,7,2
Noble,Michigan,Branch County,511,24,82,31,51,38,128,176,40,N/A,N/A,N/A,10,22,43,18.44%,$48077,$763,$120400,N/A,N/A,41,11%,30%,17%,83,22 mins,5.10%,0.50%,-24.40%,28.70%,66.70%,3.06%,N/A,96.28%,N/A,Coldwater,N/A,N/A,3.4,72.30%,34.10%,0,N/A,25,N/A,N/A,N/A,N/A,N/A,1
North Adams,Michigan,Hillsdale County,556,1045,82,31,51,35,128,179,40,58.7,39.8,8,13,29,38,13.52%,$43281,$775,$84600,N/A,N/A,78,12%,32%,20%,84,24 mins,5.20%,0.80%,-15.90%,24.10%,70.70%,N/A,N/A,96.64%,1.10%,Hillsdale,N/A,N/A,3.5,56.50%,43.40%,22,N/A,28,19.3%,15.9%,0%,101.69,5,1
North Branch,Michigan,Lapeer County,1067,845,81,30,51,33,118,174,35,57.5,38.7,9,6,21,35,19.97%,$31548,$798,$138900,N/A,N/A,49,6%,37%,21%,85,34 mins,6.10%,0.10%,15.60%,28.20%,66.50%,N/A,N/A,97.34%,8.00%,Detroit-Warren-Dearborn,Eastern Standard Time,664,3.3,49.70%,59.40%,38,N/A,49,9.6%,18.0%,1.5%,373.13,6,1
North Branch township,Michigan,Lapeer County,3618,100,81,30,51,33,118,172,35,N/A,N/A,N/A,12,24,38,N/A,$50049,N/A,$137800,N/A,N/A,39,7%,37%,25%,85,38 mins,6.10%,0.10%,-2.20%,28.20%,66.50%,N/A,N/A,N/A,6.60%,Detroit-Warren-Dearborn,Eastern Standard Time,664,3.3,72.80%,44.90%,0,N/A,25,N/A,N/A,N/A,0.00,6,1
North Muskegon,Michigan,Muskegon County,3794,2120,80,31,49,33,119,160,78,57.8,38.8,10,9,32,44,46.80%,$56893,$844,$164000,N/A,N/A,59,9%,47%,34%,81,19 mins,5.40%,0.20%,-1.80%,47.40%,45.90%,N/A,1.77%,90.45%,1.00%,Muskegon,Eastern Standard Time,620,3.4,71.80%,41.90%,22,N/A,N/A,6.2%,16.0%,3%,68.42,6,1
North Plains,Michigan,Ionia County,1452,41,82,30,52,34,125,167,46,N/A,N/A,N/A,12,26,38,9.79%,$45469,$706,$103200,N/A,N/A,47,8%,39%,27%,84,24 mins,5.00%,1.30%,13.40%,30.90%,61.50%,N/A,N/A,97.52%,4.10%,Ionia,N/A,N/A,3.4,80.00%,43.80%,0,N/A,34,N/A,N/A,N/A,N/A,N/A,1
North Shade,Michigan,Gratiot County,620,17,82,29,53,34,121,174,43,N/A,N/A,N/A,12,27,46,15.63%,$55714,$763,$115900,N/A,N/A,78,8%,43%,54%,85,21 mins,6.40%,-0.20%,-1.30%,34.40%,60.00%,N/A,N/A,100.00%,3.90%,Alma,N/A,N/A,3.3,83.60%,38.40%,0,N/A,25,N/A,N/A,N/A,N/A,N/A,1
North Star,Michigan,Gratiot County,906,27,82,29,53,33,118,174,41,N/A,N/A,8,11,24,43,13.18%,$41250,$729,$117800,N/A,N/A,50,8%,45%,52%,85,24 mins,6.40%,-0.20%,-9.90%,34.40%,60.00%,N/A,N/A,98.36%,N/A,Alma,N/A,N/A,3.3,77.00%,39.20%,1,N/A,26,N/A,N/A,N/A,N/A,N/A,1
Northfield,Michigan,Washtenaw County,8556,239,82,31,51,35,135,179,42,N/A,N/A,N/A,13,21,39,35.42%,$56650,$951,$232000,N/A,N/A,33,9%,42%,51%,74,27 mins,4.20%,1.30%,2.90%,67.60%,26.60%,N/A,N/A,95.97%,3.80%,Ann Arbor,Eastern Standard Time,664,3.3,74.20%,45.80%,0,N/A,25,N/A,N/A,N/A,N/A,N/A,2
Northport,Michigan,Leelanau County,466,283,78,28,50,31,143,167,106,55.9,36.4,12,11,25,62,50.80%,$48977,$1072,$232100,N/A,N/A,62,7%,33%,36%,90,22 mins,3.60%,1.40%,13.40%,45.50%,48.60%,N/A,N/A,96.72%,2.40%,Traverse City,N/A,N/A,3.3,46.10%,39.90%,52,N/A,N/A,1.4%,23.1%,0.7%,65.25,0,0
Northview,Michigan,Kent County,15424,1492,83,30,53,37,126,159,63,58,39.1,N/A,20,32,40,35.61%,$52965,$969,$224900,1629,$138,44,10%,54%,48%,71,21 mins,3.90%,2.00%,6.90%,44.60%,47.70%,1.45%,4.56%,89.48%,4.70%,Grand Rapids-Wyoming,Eastern Standard Time,803,3.4,69.60%,50.90%,17,0,N/A,9.3%,16.5%,4.1%,0.00,5,1
Northville,Michigan,Oakland County,5998,2942,83,31,52,33,137,176,42,57.7,39.1,9,10,17,47,65.87%,$91270,$1101,$475000,2375,$200,47,4%,31%,34%,72,25 mins,4.10%,0.30%,-1.10%,51.30%,43.20%,5.18%,N/A,91.99%,1.90%,Detroit-Warren-Dearborn,Eastern Standard Time,664,3.2,77.90%,38.90%,80,N/A,73,2.7%,17.8%,7%,23.35,5,2
Northville township,Michigan,Wayne County,28838,1781,83,31,52,33,139,180,44,N/A,N/A,9,8,21,43,N/A,$101949,N/A,$500000,2512,$199,27,4%,30%,35%,72,28 mins,1.90%,0.70%,5.90%,66.40%,29.30%,N/A,N/A,N/A,4.10%,Detroit-Warren-Dearborn,Eastern Standard Time,664,3.3,74.10%,37.40%,14,N/A,51,N/A,N/A,N/A,0.00,5,2
Norton Shores,Michigan,Muskegon County,24234,1043,80,30,50,34,120,165,79,58.6,39.5,10,14,42,42,32.00%,$50266,$946,$153900,N/A,N/A,46,10%,49%,34%,78,19 mins,5.40%,0.20%,1.30%,47.40%,45.90%,N/A,3.44%,91.83%,5.00%,Muskegon,Eastern Standard Time,620,3.4,74.30%,46.20%,13,N/A,35,7.9%,16.6%,2.8%,5.02,6,1
Norvell,Michigan,Jackson County,2956,100,83,31,52,34,122,175,36,N/A,N/A,8,9,17,51,14.96%,$44076,$1205,$183100,N/A,N/A,42,10%,42%,30%,81,35 mins,4.90%,0.40%,-1.20%,36.80%,56.70%,N/A,N/A,99.49%,2.50%,Jackson,Eastern Standard Time,841,3.2,65.00%,42.80%,0,N/A,24,N/A,N/A,N/A,N/A,N/A,1
Norway,Michigan,Dickinson County,2791,319,79,24,55,28,127,189,63,53.9,33,7,6,6,49,27.00%,$42195,$697,$62700,N/A,N/A,70,5%,31%,15%,86,17 mins,6.20%,1.10%,-3.60%,29.60%,64.80%,1.12%,N/A,95.31%,1.60%,Iron Mountain,N/A,N/A,3.3,58.50%,49.40%,53,N/A,N/A,5.4%,15.7%,1.4%,69.83,0,0
Norway township,Michigan,Dickinson County,1577,18,80,24,56,28,127,187,63,N/A,N/A,N/A,11,25,43,N/A,$55481,N/A,$157200,N/A,N/A,42,5%,30%,16%,88,19 mins,6.20%,1.10%,-5.00%,29.60%,64.80%,N/A,N/A,N/A,N/A,Iron Mountain,N/A,N/A,3.3,76.20%,45.00%,0,N/A,22,N/A,N/A,N/A,0.00,0,0
Norwich township (Missaukee Cnty),Michigan,Missaukee County,635,9,80,27,53,33,150,165,69,N/A,N/A,N/A,13,28,55,N/A,$31786,N/A,$98200,N/A,N/A,35,7%,31%,15%,89,30 mins,5.00%,0.40%,8.90%,21.40%,73.60%,N/A,N/A,N/A,N/A,Cadillac,N/A,N/A,3.3,44.60%,42.00%,0,N/A,25,N/A,N/A,N/A,N/A,N/A,1
Norwood,Michigan,Charlevoix County,144,71,79,29,50,32,156,163,119,55.1,35.8,N/A,9,19,56,40.18%,$68750,$820,$228300,N/A,N/A,39,9%,23%,9%,90,20 mins,4.20%,0.80%,46.90%,35.10%,59.20%,N/A,N/A,97.45%,N/A,None,N/A,N/A,3.1,66.10%,19.80%,1,N/A,23,3.3%,25.2%,0%,0.00,0,0
Nottawa township (Isabella Cnty),Michigan,Isabella County,2455,70,82,29,53,34,112,166,47,N/A,N/A,N/A,12,26,38,N/A,$49018,N/A,$185100,N/A,N/A,40,7%,31%,16%,86,23 mins,5.20%,0.40%,0.20%,44.70%,48.30%,N/A,N/A,N/A,N/A,Mount Pleasant,N/A,N/A,3.3,73.70%,47.30%,0,N/A,28,N/A,N/A,N/A,N/A,N/A,1
Nottawa township (St. Joseph Cnty),Michigan,St. Joseph County,3871,109,83,31,52,37,130,174,38,N/A,N/A,N/A,11,22,43,N/A,$44570,N/A,$117500,N/A,N/A,36,12%,30%,16%,82,24 mins,6.60%,0.60%,-1.00%,31.40%,62.10%,N/A,N/A,N/A,1.10%,Sturgis,N/A,N/A,3.5,72.70%,40.70%,0,N/A,38,N/A,N/A,N/A,N/A,N/A,1
Novi,Michigan,Oakland County,58835,1945,82,30,52,33,137,177,42,58.1,39.2,9,8,21,38,60.58%,$80299,$1347,$439900,2377,$185,27,3%,31%,34%,71,26 mins,2.80%,0.30%,9.30%,51.30%,43.20%,23.91%,7.57%,64.66%,3.80%,Detroit-Warren-Dearborn,Eastern Standard Time,664,3.2,63.40%,40.60%,17,N/A,46,3.5%,17.7%,24.5%,6.07,6,2
Novi township,Michigan,Oakland County,142,1340,83,31,52,33,137,178,42,N/A,N/A,9,7,16,49,N/A,$125000,N/A,$470400,N/A,N/A,48,6%,36%,35%,72,26 mins,4.10%,0.30%,18.30%,51.30%,43.20%,N/A,N/A,N/A,9.20%,Detroit-Warren-Dearborn,Eastern Standard Time,664,3.2,93.80%,31.80%,9,N/A,42,N/A,N/A,N/A,0.00,6,2
Oak Hill,Michigan,Manistee County,786,1563,80,30,50,35,139,163,94,55.8,36.6,N/A,12,26,34,12.62%,$41042,$775,$100000,N/A,N/A,73,6%,31%,15%,88,20 mins,5.70%,0.30%,78.60%,39.30%,54.60%,N/A,N/A,100.00%,N/A,None,N/A,N/A,3.1,67.60%,49.70%,37,N/A,39,4%,16.8%,1.5%,0.00,2,0
Oak Park,Michigan,Oakland County,29824,5785,83,32,51,33,126,179,34,57.9,39.6,9,27,31,37,32.04%,$47292,$1120,$150400,N/A,N/A,60,11%,76%,35%,60,24 mins,6.90%,0.30%,-0.20%,51.30%,43.20%,1.63%,56.10%,37.23%,2.70%,Detroit-Warren-Dearborn,Eastern Standard Time,664,3.2,52.20%,62.10%,43,N/A,46,11.8%,18.1%,9.7%,26.82,6,1
Oakfield,Michigan,Kent County,6134,181,83,30,53,36,131,160,65,N/A,N/A,N/A,9,18,41,22.01%,$66250,$838,$215100,N/A,N/A,30,8%,50%,48%,81,30 mins,3.90%,2.00%,8.20%,44.60%,47.70%,N/A,3.15%,95.68%,2.00%,Grand Rapids-Wyoming,Eastern Standard Time,803,3.4,83.60%,34.40%,0,N/A,30,N/A,N/A,N/A,N/A,N/A,1
Oakland charter township,Michigan,Oakland County,18494,509,82,30,52,32,122,178,33,N/A,N/A,N/A,8,8,43,N/A,$118969,N/A,$429500,N/A,N/A,24,6%,37%,35%,78,31 mins,4.10%,0.30%,14.80%,51.30%,43.20%,N/A,N/A,N/A,4.40%,Detroit-Warren-Dearborn,Eastern Standard Time,664,3.2,89.60%,33.20%,8,N/A,27,N/A,N/A,N/A,0.00,6,2
Oakley,Michigan,Saginaw County,254,246,82,30,52,33,119,174,35,57.4,38.7,8,52,20,47,11.27%,$39375,$775,$70700,N/A,N/A,73,7%,29%,17%,83,32 mins,5.70%,0.40%,0.40%,46.80%,48.00%,N/A,N/A,98.18%,12.60%,Saginaw,Eastern Standard Time,595,3.3,67.70%,48.30%,18,N/A,30,17.1%,22.0%,0.7%,200.00,5,2
Oceola,Michigan,Livingston County,13395,371,82,30,52,33,120,172,36,N/A,N/A,N/A,14,23,39,39.04%,$83190,$1273,$245400,N/A,N/A,21,8%,40%,41%,76,33 mins,3.70%,0.20%,15.80%,32.30%,61.70%,1.00%,N/A,96.73%,2.40%,Detroit-Warren-Dearborn,Eastern Standard Time,664,3.4,84.70%,37.50%,0,N/A,28,N/A,N/A,N/A,N/A,N/A,2
Oden,Michigan,Emmet County,365,594,77,27,50,32,150,159,100,55.3,35.9,8,12,26,35,4.18%,$52005,$599,$61400,N/A,N/A,56,8%,32%,18%,91,19 mins,4.60%,0.70%,-27.60%,36.70%,55.90%,N/A,N/A,100.00%,3.30%,None,N/A,N/A,3.2,24.70%,50.30%,3,N/A,N/A,0%,13.7%,0%,16.53,2,0
Odessa,Michigan,Ionia County,3790,107,82,30,52,36,124,167,53,N/A,N/A,N/A,13,26,41,14.33%,$45964,$676,$124700,N/A,N/A,60,8%,38%,26%,82,27 mins,5.00%,1.30%,-2.00%,30.90%,61.50%,N/A,4.04%,90.95%,10.60%,Ionia,N/A,N/A,3.4,73.10%,49.20%,2,N/A,26,N/A,N/A,N/A,N/A,N/A,1
Ogden,Michigan,Lenawee County,964,23,83,31,52,35,126,180,33,N/A,N/A,N/A,11,23,42,21.29%,$55104,$933,$115600,N/A,N/A,78,8%,34%,26%,81,28 mins,5.00%,0.80%,-7.40%,36.20%,57.10%,N/A,N/A,98.33%,2.30%,Adrian,N/A,N/A,3.4,73.80%,40.80%,0,N/A,25,N/A,N/A,N/A,N/A,N/A,2
Okemos,Michigan,Ingham County,22989,1364,82,30,52,32,128,174,44,58,39.2,9,19,31,36,74.90%,$71678,$989,$287400,2521,$114,37,3%,34%,22%,74,20 mins,4.90%,1.30%,9.30%,59.90%,33.20%,19.39%,5.12%,70.20%,4.30%,Lansing-East Lansing,Eastern Standard Time,841,3.2,57.50%,49.00%,21,N/A,41,4%,15.4%,21.1%,7.28,6,2
Olive township (Clinton Cnty),Michigan,Clinton County,2499,70,82,30,52,33,130,175,43,N/A,N/A,N/A,9,20,45,N/A,$69597,N/A,$181500,N/A,N/A,43,7%,38%,22%,81,24 mins,3.80%,1.10%,-9.60%,40.30%,52.90%,N/A,N/A,N/A,5.20%,Lansing-East Lansing,Eastern Standard Time,841,3.2,88.40%,34.80%,1,N/A,22,N/A,N/A,N/A,N/A,N/A,2
Olive township (Ottawa Cnty),Michigan,Ottawa County,5065,140,81,31,50,37,121,162,77,N/A,N/A,N/A,11,21,37,N/A,$67207,N/A,$208300,N/A,N/A,41,9%,49%,46%,82,20 mins,3.70%,1.90%,5.80%,31.30%,61.50%,N/A,N/A,N/A,13.90%,Grand Rapids-Wyoming,Eastern Standard Time,803,3.2,80.50%,40.00%,14,N/A,30,N/A,N/A,N/A,N/A,N/A,0
Oliver township (Kalkaska Cnty),Michigan,Kalkaska County,315,9,79,26,53,34,154,165,99,N/A,N/A,N/A,12,26,47,N/A,$41538,N/A,$95300,N/A,N/A,39,7%,34%,24%,88,28 mins,5.50%,1.60%,15.40%,25.80%,69.20%,N/A,N/A,N/A,N/A,Traverse City,N/A,N/A,3.3,39.00%,43.10%,0,N/A,25,N/A,N/A,N/A,N/A,N/A,1
Olivet,Michigan,Eaton County,1696,1663,83,32,51,36,128,172,50,58.1,39.4,8,10,13,20,24.79%,$41905,$692,$116700,N/A,N/A,73,5%,33%,18%,83,22 mins,4.60%,1.30%,7.10%,44.10%,48.80%,N/A,9.19%,86.67%,2.40%,Lansing-East Lansing,Eastern Standard Time,841,3.4,41.60%,76.20%,30,N/A,40,18.1%,17.8%,2.7%,57.07,6,1
Omena,Michigan,Leelanau County,208,46,78,28,50,31,143,165,109,55.8,36.2,12,11,24,57,N/A,$64844,N/A,$319800,N/A,N/A,34,7%,32%,36%,90,22 mins,3.60%,1.40%,-25.50%,45.50%,48.60%,N/A,N/A,97.92%,N/A,Traverse City,N/A,N/A,3.3,19.10%,27.90%,16,N/A,N/A,0%,16.9%,1.3%,35.34,0,0
Omer,Michigan,Arenac County,309,273,81,30,51,32,123,163,48,56.1,37.1,8,14,30,35,4.27%,$43125,$825,$56300,N/A,N/A,57,7%,24%,18%,87,27 mins,6.70%,0.30%,-8.00%,30.80%,64.00%,N/A,1.93%,93.05%,1.60%,None,N/A,N/A,3.4,69.40%,42.70%,7,N/A,31,23.7%,19.2%,0.6%,346.67,5,1
